show_id,type,title,director,cast,country,date_added,release_year,rating,duration,description,year_added,month_added,genre,ISO
s79,Movie,tughlaq durbar,delhiprasad deenadayalan,"vijay sethupathi, parthiban, raashi khanna",Unknown,2021-09-11,2020,TV-14,145 min,A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,2021,September,Comedies,Unknown
s80,Movie,tughlaq durbar (telugu),delhiprasad deenadayalan,"vijay sethupathi, parthiban, raashi khanna",Unknown,2021-09-11,2021,TV-14,145 min,A budding politician has devious plans to rise in the ranks — until an unexpected new presence begins to interfere with his every crooked move.,2021,September,Comedies,Unknown
s81,Movie,firedrake the silver dragon,tomer eshed,"thomas brodie-sangster, felicity jones, freddie highmore, patrick stewart, meera syal, sanjeev bhaskar, nonso anozie",Unknown,2021-09-10,2021,TV-Y7,93 min,"When his home is threatened by humans, a young dragon summons the courage to seek a mythical paradise where dragons can live in peace and fly free.",2021,September,Children & Family Movies,Unknown
s82,Movie,kate,cedric nicolas-troyan,"mary elizabeth winstead, jun kunimura, woody harrelson, tadanobu asano, miyavi, michiel huisman, miku martineau",United States,2021-09-10,2021,R,106 min,"Slipped a fatal poison on her final job, a ruthless assassin working in Tokyo has less than 24 hours to find out who ordered the hit and exact revenge.",2021,September,Action & Adventure,USA
s83,TV Show,lucifer,unknown,"tom ellis, lauren german, kevin alejandro, d.b. woodside, lesley-ann brandt, scarlett estevez, rachael harris, aimee garcia, tricia helfer, tom welling, jeremiah w. birkett, pej vahdat, michael gladis",United States,2021-09-10,2021,TV-14,6 Seasons,"Bored with being the Lord of Hell, the devil relocates to Los Angeles, where he opens a nightclub and forms a connection with a homicide detective.",2021,September,Crime TV Shows,USA
s84,TV Show,metal shop masters,unknown,jo koy,Unknown,2021-09-10,2021,TV-MA,1 Season,"On this competition show, a group of metal artists torch, cut and weld epic, badass creations from hardened steel. Only one will win a $50,000 prize.",2021,September,Reality TV,Unknown
s85,Movie,omo ghetto: the saga,"jjc skillz, funke akindele","funke akindele, ayo makun, chioma chukwuka akpotha, yemi eberechi alade, blossom chukwujekwu, deyemi okanlawon, alexx ekubo, zubby michael, tina mba, femi jacobs",Nigeria,2021-09-10,2020,TV-MA,147 min,"Twins are reunited as a good-hearted female gangster and her uptight rich sister take on family, crime, cops and all of the trouble that follows them.",2021,September,Action & Adventure,NGA
s86,TV Show,pokémon master journeys: the series,unknown,"ikue otani, sarah natochenny, zeno robinson, cherami leigh, james carter cathcart, michele knotz, rodger parsons, ray chase, casey mongillo, tara sands",Unknown,2021-09-10,2021,TV-Y7,1 Season,"As Ash battles his way through the World Coronation Series, Goh continues his quest to catch every Pokémon. Together, they're on a journey to adventure!",2021,September,Anime Series,Unknown
s87,Movie,prey,thomas sieben,"david kross, hanno koffler, maria ehrich, robert finster, yung ngo, klaus steinbacher, livia matthes, nellie thalbach",Unknown,2021-09-10,2021,TV-MA,87 min,A hiking trip into the wild turns into a desperate bid for survival for five friends on the run from a mysterious shooter.,2021,September,International Movies,Unknown
s88,TV Show,titipo titipo,unknown,"jeon hae-ri, kim eun-ah, hong bum-ki, nam do-hyeong, um sang-hyun",Unknown,2021-09-10,2019,TV-Y,2 Seasons,Titipo the train is out to prove that he's got what it takes to help the folks of Train Village ride the rails safely and reliably.,2021,September,Kids' TV,Unknown
s89,Movie,blood brothers: malcolm x & muhammad ali,marcus clarke,"malcolm x, muhammad ali",Unknown,2021-09-09,2021,PG-13,96 min,"From a chance meeting to a tragic fallout, Malcolm X and Muhammad Ali's extraordinary bond cracks under the weight of distrust and shifting ideals.",2021,September,Documentaries,Unknown
s90,TV Show,mighty raju,unknown,"julie tejwani, sabina malik, jigna bhardwaj, rupa bhimani, lalit agarwal, rajesh shukla, rajesh kava",Unknown,2021-09-09,2017,TV-Y7,4 Seasons,"Born with superhuman abilities, young Raju wants to use his powers to make the world a better place — but that will mean facing plenty of challenges!",2021,September,Kids' TV,Unknown
s91,Movie,paradise hills,alice waddington,"emma roberts, danielle macdonald, awkwafina, eiza gonzález, milla jovovich, jeremy irvine, arnaud valois, daniel horvath",Spain,2021-09-09,2019,TV-MA,95 min,"Uma wakes up in a lush tropical facility designed to turn willful girls into perfect ladies. That’s bad enough, but its real purpose is even worse.",2021,September,Sci-Fi & Fantasy,ESP
s92,Movie,the women and the murderer,"mona achache, patricia tourancheau",unknown,France,2021-09-09,2021,TV-14,92 min,This documentary traces the capture of serial killer Guy Georges through the tireless work of two women: a police chief and a victim's mother.,2021,September,Documentaries,FRA
s93,TV Show,into the night,unknown,"pauline etienne, laurent capelluto, stefano cassetti, mehmet kurtuluş, babetida sadjo, jan bijvoet, ksawery szlenkier, vincent londez, regina bikkinina, alba gaïa kraghede bellugi, nabil mallat",Belgium,2021-09-08,2021,TV-MA,2 Seasons,Passengers and crew aboard a hijacked overnight flight scramble to outrace the sun as a mysterious cosmic event wreaks havoc on the world below.,2021,September,International TV Shows,BEL
s94,Movie,jj+e,alexis almström,"elsa öhrn, mustapha aarab, jonay pineda skallak, magnus krepper, loreen, albin grenholm, simon mezher, elsa bergström terent, josef kadim, yohannes frezgi",Unknown,2021-09-08,2021,TV-MA,91 min,"Elisabeth and John-John live in the same city, but they inhabit different worlds. Can a passionate first love break through class and cultural barriers?",2021,September,Dramas,Unknown
s95,Movie,show dogs,raja gosnell,"will arnett, ludacris, natasha lyonne, stanley tucci, jordin sparks, gabriel iglesias, shaquille o'neal, omar chaparro, alan cumming, andy beckwith, delia sheppard, kerry shale",United Kingdom,2021-09-08,2018,PG,90 min,A rough and tough police dog must go undercover with an FBI agent as a prim and proper pet at a dog show to save a baby panda from an illegal sale.,2021,September,Children & Family Movies,GBR
s96,TV Show,the circle,unknown,michelle buteau,United States,2021-09-08,2021,TV-MA,3 Seasons,"Status and strategy collide in this social experiment and competition show where online players flirt, befriend and catfish their way toward $100,000.",2021,September,Reality TV,USA
s97,Movie,if i leave here tomorrow: a film about lynyrd skynyrd,stephen kijak,"ronnie van zandt, gary rossington, allen collins, leon wilkeson, bob burns, billy powell, ed king, artimus pyle, steve gaines, johnny van zant",United States,2021-09-07,2018,TV-MA,97 min,"Using interviews and archival footage, this documentary charts the story of the legendary Southern rockers with a focus on front man Ronnie Van Zant.",2021,September,Documentaries,USA
s98,TV Show,kid cosmic,unknown,"jack fisher, tom kenny, amanda c. miller, kim yarbrough, keith ferguson, grey griffin, lily rose silver",United States,2021-09-07,2021,TV-Y7,2 Seasons,A boy's superhero dreams come true when he finds five powerful cosmic stones. But saving the day is harder than he imagined — and he can't do it alone.,2021,September,Kids' TV,USA
s99,TV Show,octonauts: above & beyond,unknown,"antonio aakeel, chipo chung, simon foster, teresa gallagher, simon greenall, kate harbour, paul panting, rob rackstraw, william vanderpuye, helen walsh, keith wickham, andres williams, jo wyatt",United Kingdom,2021-09-07,2021,TV-Y,1 Season,"The Octonauts expand their exploration beyond the sea — and onto land! With new rides and new friends, they'll protect any habitats and animals at risk.",2021,September,British TV Shows,GBR
s100,TV Show,on the verge,unknown,"julie delpy, elisabeth shue, sarah jones, alexia landeau, mathieu demy, troy garity, timm sharp, giovanni ribisi",France,2021-09-07,2021,TV-MA,1 Season,"Four women — a chef, a single mom, an heiress and a job seeker — dig into love and work, with a generous side of midlife crises, in pre-pandemic LA.",2021,September,TV Comedies,FRA
s101,TV Show,tobot galaxy detectives,unknown,"austin abell, travis turner, cole howard, anna cummer, jesse inocalla, brian dobson, michael adamthwaite, joseph girgis, caitlyn bairstow",Unknown,2021-09-07,2019,TV-Y7,2 Seasons,"An intergalactic device transforms toy cars into robots: the Tobots! Working with friends to solve mysteries, they protect the world from evil.",2021,September,Kids' TV,Unknown
s102,Movie,untold: breaking point,"chapman way, maclain way",unknown,United States,2021-09-07,2021,TV-MA,80 min,"Under pressure to continue a winning tradition in American tennis, Mardy Fish faced mental health challenges that changed his life on and off the court.",2021,September,Documentaries,USA
s103,TV Show,countdown: inspiration4 mission to space,jason hehir,unknown,Unknown,2021-09-06,2021,TV-14,1 Season,"From training to launch to landing, this all-access docuseries rides along with the Inspiration4 crew on the first all-civilian orbital space mission.",2021,September,Docuseries,Unknown
s104,Movie,shadow parties,yemi amodu,"jide kosoko, omotola jalade-ekeinde, yemi blaq, sola sobowale, ken erics, toyin aimakhu, segun arinze, jibola dabo, rotimi salami, pa jimi solanke, rachael okonkwo, bassey okon, lucien morgan, magdalena korpas",Unknown,2021-09-06,2020,TV-MA,117 min,A family faces destruction in a long-running conflict between communities that pits relatives against each other amid attacks and reprisals.,2021,September,Dramas,Unknown
s105,TV Show,tayo the little bus,unknown,"robyn slade, kami desilets",South Korea,2021-09-06,2016,TV-Y,2 Seasons,"As they learn their routes around the busy city, Tayo and his little bus friends discover new sights and go on exciting adventures every day.",2021,September,Kids' TV,KOR
s106,Movie,angamaly diaries,lijo jose pellissery,"antony varghese, reshma rajan, binny rinky benjamin, vineeth vishwam, kichu tellus, sreekanth dasan, sarath kumar, tito wilson, anandhu, bitto davis, sinoj varghese",India,2021-09-05,2017,TV-14,128 min,"After growing up amidst the gang wars of his hometown, Vincent forms an entrepreneurial squad of his own and ends up on the wrong side of the law.",2021,September,Action & Adventure,IND
s107,TV Show,bunk'd,unknown,"peyton list, karan brar, skai jackson, miranda may, kevin g. quinn, nathan arenas, nina lu",United States,2021-09-05,2021,TV-G,5 Seasons,"The Ross siblings of Disney's hit series ""Jessie"" spend a summer full of fun and adventure at Maine's Camp Kikiwaka, where their parents first met.",2021,September,Kids' TV,USA
s108,Movie,a champion heart,david de vos,"mandy grace, david de vos, donna rusch, devan key, isabella mancuso, ariana guido",United States,2021-09-04,2018,G,90 min,"When a grieving teen must work off her debt to a ranch, she cares for a wounded horse that teaches her more about healing than she expected.",2021,September,Children & Family Movies,USA
s109,TV Show,dive club,unknown,"aubri ibrag, sana'a shaik, miah madden, mercy cornwall, georgia-may davis, ryan harrison, josh heuston, alexander grant",Australia,2021-09-03,2021,TV-G,1 Season,"On the shores of Cape Mercy, a skillful group of teen divers investigate a series of secrets and signs after one of their own mysteriously goes missing.",2021,September,Kids' TV,AUS
s110,TV Show,la casa de papel,unknown,"úrsula corberó, itziar ituño, álvaro morte, paco tous, enrique arce, pedro alonso, maría pedraza, alba flores, miguel herrán, jaime lorente, esther acebo, darko peric, kiti mánver",Spain,2021-09-03,2021,TV-MA,5 Seasons,Eight thieves take hostages and lock themselves in the Royal Mint of Spain as a criminal mastermind manipulates the police to carry out his plan.,2021,September,Crime TV Shows,ESP
s111,TV Show,money heist: from tokyo to berlin,"luis alfaro, javier gómez santander",unknown,Unknown,2021-09-03,2021,TV-MA,1 Season,"The filmmakers and actors behind ""Money Heist"" characters like Tokyo and the Professor talk about the emotional artistic process of filming the series.",2021,September,Docuseries,Unknown
s112,TV Show,sharkdog,unknown,"liam mitchell, dee bradley baker, grey griffin, josh mcdermitt, kari wahlgren, judy alice lee, ali mawji",United States,2021-09-03,2021,TV-Y,1 Season,"Half shark, half dog with a big heart and a belly full of fish sticks! Together, Sharkdog and his human pal Max can take on any silly or messy adventure.",2021,September,Kids' TV,USA
s113,Movie,worth,sara colangelo,"michael keaton, stanley tucci, amy ryan, shunori ramanathan, ato blankson-wood, tate donovan, laura benanti, chris tardio",Unknown,2021-09-03,2021,PG-13,119 min,"In the wake of the Sept. 11 attacks, a lawyer faces an emotional reckoning as he attempts to put a dollar value on the lives lost. Based on real events.",2021,September,Dramas,Unknown
s114,Movie,afterlife of the party,stephen herek,"victoria justice, midori francis, robyn scott, adam garcia, timothy renouf, gloria garcia, myfanwy waring, spencer sutherland",Unknown,2021-09-02,2021,TV-PG,110 min,Cassie lives to party... until she dies in a freak accident. Now this social butterfly needs to right her wrongs on Earth if she wants to earn her wings.,2021,September,Comedies,Unknown
s115,Movie,anjaam,rahul rawail,"madhuri dixit, shah rukh khan, tinnu anand, johny lever, kalpana iyer, himani shivpuri, sudha chandran, beena, kiran kumar",India,2021-09-02,1994,TV-14,143 min,"A wealthy industrialist’s dangerous obsession with a flight attendant destroys her world, until she takes matters into her own hands to exact revenge.",2021,September,Dramas,IND
